thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
252.0,183.0,,4.071225245490286,3,1.3749644637131502,12,38.70465893164891,9.001191465494855,linen,twill,raw,handloom,493845,2117,46.651981083538715,WH-B,Ramesh,,33.20348214828249,59.75048448707922,Recheck,Medium
312.0,102.0,83.18848416862353,1.840140490099348,3,1.26460848279334,9,23.585533947586605,8.244856374179232,polyester,plain,dyed,handloom,622878,3153,39.599421505790154,WH-A,John,,35.96242706583174,83.10977523687993,Looks fine,Medium
225.0,203.0,113.68931907009721,6.512835749435412,1,1.3774934548840096,7,28.1559988349145,11.876532344051178,cotton,twill,dyed,handloom,605093,495,40.64508233693955,WH-B,John,Morning,32.10098891570502,68.47408942723807,Minor issue,Medium
178.0,147.0,108.52250503493146,3.989172688442209,5,1.4580714139720268,12,28.702864444836766,12.208044081443823,polyester,plain,raw,powerloom,189732,3159,51.53237321255352,WH-B,Ramesh,Morning,23.795560082387958,57.07268433015079,Minor issue,Medium
132.0,331.0,28.335454816078872,9.777697369409076,3,0.7820396469976235,11,15.567717485117843,3.273804203596759,wool,plain,dyed,powerloom,847663,4765,48.310596789587315,WH-A,Anita,Morning,28.96511048801444,86.10233664885212,Approved,Low
248.0,318.0,36.063220350486674,3.677763495995781,2,0.2996170616971101,5,10.4573330301615,8.622235289332437,polyester,twill,raw,powerloom,519824,4290,36.449370885491035,WH-B,Priya,Night,41.67362578029922,57.50668873748495,Recheck,Medium
250.0,344.0,76.51362540946332,9.644506026848656,4,0.8668666292131869,9,7.157333814524209,10.378806716216404,cotton,satin,dyed,handloom,419138,536,32.4079687922683,WH-C,Suresh,Morning,26.524130882444748,71.96837931716031,Looks fine,Low
236.0,248.0,80.83243371704471,5.258135963059377,4,0.3752247004436448,9,37.91083882712883,8.707371540103551,wool,satin,dyed,powerloom,511709,3573,36.420528159243645,WH-B,Ramesh,Night,22.452189504240074,72.5670973361932,Approved,Medium
220.0,168.0,108.61054151508452,4.511201141345142,2,1.1472176440719557,11,24.73347879335428,11.63528010895246,polyester,plain,printed,powerloom,833237,1466,17.36699889616329,WH-C,Anita,Morning,35.10632059303255,32.29513502088638,Looks fine,Medium
321.0,133.0,71.42192749430416,9.437390786637867,3,1.1131718294535196,4,32.29782274915016,11.19724512428451,silk,twill,dyed,powerloom,702736,204,55.96986662706645,WH-A,Suresh,Morning,37.5567219831383,61.54816890520623,Looks fine,Medium
158.0,357.0,17.747622202235583,0.5333938791369914,1,0.8553017970412032,13,6.591689746369014,6.105050821877893,cotton,satin,raw,powerloom,173963,531,51.24651982552773,WH-A,Suresh,Night,28.2241015799452,40.947853084187436,Approved,Low
157.0,263.0,66.99988322375852,4.822485358010003,3,0.7642654036060369,8,27.476483181275412,9.057631410201466,polyester,plain,printed,powerloom,276237,2089,30.406144878770643,WH-C,Priya,Evening,37.12590177765124,69.05706930943111,OK,Medium
203.0,330.0,36.82201103845938,7.958128045531453,5,0.8947021465513013,0,20.15247567489722,13.688916573031607,linen,satin,printed,handloom,498896,3858,9.706307128190794,WH-C,John,Night,21.387265750190327,87.26201039291419,OK,High
308.0,231.0,31.31546687629518,5.631297322795789,1,1.1430677127363458,3,14.131216162816171,6.992328967396158,silk,satin,raw,handloom,863207,4346,10.576517555326141,WH-A,Suresh,Night,31.268491329405776,78.65095423262515,Approved,Medium
102.0,338.0,72.341520036035,1.1696720920372132,4,0.2022130396753107,8,37.505070486584565,10.400465785913598,,satin,printed,handloom,341099,1262,28.04726787474157,WH-B,Anita,Evening,43.34994943920235,57.09014943330945,Minor issue,High
115.0,205.0,108.41437977851348,8.233712113303636,4,1.428673764022598,14,10.741926988845428,5.212056787882705,wool,twill,dyed,handloom,522532,600,33.66447928516798,WH-A,Suresh,Morning,26.44361978782483,35.16843620888535,Looks fine,Low
125.0,335.0,100.91394077807776,2.4464680812557944,3,0.4232977013654313,3,5.433027696664821,4.909257118954236,polyester,,raw,powerloom,960626,2000,5.45870810311727,WH-C,John,Morning,27.12596278255816,50.88861461606456,OK,High
88.0,183.0,104.17671949953018,8.737008015394498,3,0.3732861977591141,6,32.382931496653526,14.44885832505444,linen,twill,dyed,powerloom,730592,96,26.407170977670013,WH-C,Ramesh,Night,34.9180078230006,83.24205459672885,Minor issue,Medium
88.0,275.0,26.786811526013583,8.561765642666115,4,1.36058903410491,7,23.32140062889543,5.786297521810484,wool,twill,raw,handloom,433782,3565,28.76266239941362,WH-B,John,Evening,23.968872797829754,85.97507474926181,Approved,Low
110.0,,55.07968639299683,7.0914373198073095,4,1.3824531846717505,5,36.96518711005284,9.369864502424349,silk,,printed,powerloom,586362,1738,46.20572623646465,WH-C,Suresh,Morning,28.04451331687629,44.00801597116988,Recheck,Medium
164.0,382.0,22.378775715784347,6.6982950372975525,3,0.7470303299753696,6,35.55562568893252,10.57425193492661,wool,,raw,powerloom,739656,2611,53.97053939792041,WH-C,Suresh,Evening,25.964357017262966,59.89908651072965,Approved,Medium
306.0,114.0,20.915918250125284,2.9074203301530614,5,0.40734338154969096,1,32.39519646461825,11.739368091963481,silk,plain,raw,powerloom,323906,4760,50.27935383461005,WH-B,Suresh,Morning,21.906674427942725,89.68984858158478,Minor issue,High
235.0,142.0,33.059953674764074,,5,0.2643597422199495,4,33.6277022217628,8.158226493188655,cotton,satin,dyed,powerloom,211862,2075,39.82223367535677,WH-B,John,Night,30.787572770201194,83.42639448788972,Recheck,Medium
222.0,340.0,104.45204537400181,6.9423230381113505,4,1.4068998490175368,1,5.996215666324002,6.621602086239287,wool,plain,printed,powerloom,209736,1986,22.824171914322054,WH-A,Ramesh,Night,34.78161142884608,44.88164911984383,Looks fine,High
171.0,351.0,47.87445763457918,4.5318511452102035,3,0.23510670023082425,14,10.3028831931796,9.902445701936484,silk,satin,raw,powerloom,228417,743,43.55671568601992,WH-C,Priya,Morning,23.93798997256588,58.818442691496244,Minor issue,Low
294.0,231.0,62.22753348648789,3.216206271557415,5,0.37950025792462166,1,29.790540607106745,6.51672052591636,polyester,,raw,handloom,703250,511,38.21749486628567,WH-C,Suresh,Evening,30.477997302371108,79.55442801547113,Recheck,High
269.0,352.0,113.1405304936889,1.1959126416446795,3,0.7812873764563814,7,22.72494790546325,4.5790701783718735,cotton,satin,raw,powerloom,879302,1385,32.08550165834835,WH-B,John,Evening,42.82579373117649,44.90906959436918,Approved,High
347.0,249.0,25.69510724131938,7.384759399801213,4,0.320481698981789,8,29.2036036889912,6.900737589910486,wool,satin,raw,powerloom,620780,894,42.68118351367686,WH-A,Priya,Evening,44.344633338840865,31.951614268655014,Looks fine,Low
316.0,377.0,66.99497359526598,8.625898716628107,5,0.7757880426736055,1,12.664073033317404,5.299695986161058,wool,satin,dyed,handloom,502843,4133,34.76300555860291,WH-B,Suresh,Morning,31.738665862438562,88.15359072550353,Recheck,High
,148.0,93.77219417660969,7.63976479126923,1,0.9611549633202878,12,38.25556881904919,4.718108785623638,cotton,plain,dyed,handloom,831710,1390,18.188307657401907,WH-C,John,Night,38.68038803183492,66.68664728181378,OK,Low
274.0,228.0,42.0216172046489,1.7168539010700878,5,0.2303187155346575,13,17.442851866023418,8.673304315687389,cotton,satin,dyed,powerloom,229959,1646,17.76992488613232,WH-B,John,Night,22.787476941243536,46.11816817281792,Recheck,Low
154.0,203.0,106.12959970352433,7.9204088358602975,4,0.3637244993199884,5,37.36685720058077,8.880812016134536,wool,twill,dyed,handloom,265527,1064,46.504663572108434,WH-B,Suresh,Night,28.993376754796905,88.2130689194878,Approved,High
116.0,262.0,32.5218366391595,8.003257082354192,1,1.1098564813777871,12,13.650620180696762,5.029009017540894,linen,satin,raw,powerloom,744658,4318,57.022966040224354,WH-C,Suresh,Evening,21.390545151815655,75.00638002719859,Minor issue,Low
309.0,291.0,102.25232565997513,9.250399893773515,1,0.6468385147944982,9,38.49503495180335,8.758340867964952,wool,plain,dyed,powerloom,827632,2757,48.28355526826547,WH-C,Priya,Morning,40.06905141043268,85.57579301771673,Approved,Medium
348.0,,97.68025171473272,3.981526267539804,4,1.434011034256089,0,5.807748261729825,14.52585006610425,cotton,twill,raw,powerloom,152451,7,48.827412624699825,WH-B,John,Evening,39.32834003647186,37.05791774902975,Approved,High
251.0,283.0,,1.060629220180279,1,0.5303382108707888,5,28.511736828146013,11.905039416500149,linen,,raw,powerloom,346083,3710,14.44282259138174,WH-A,Anita,Morning,36.80778505295223,62.57161992612428,OK,High
222.0,133.0,54.61193258648701,0.8335485070654443,5,1.4948040485697824,4,12.872672438322226,12.197957869600788,polyester,twill,raw,powerloom,132325,3869,25.75736332795809,WH-A,Suresh,Evening,22.689512673964472,53.78314300834635,Minor issue,High
336.0,337.0,112.74141472172222,3.2960663473665006,2,1.0452802565493182,0,19.861249431174528,8.296340880288348,wool,plain,dyed,powerloom,401451,4757,21.20485011843836,WH-B,Ramesh,Night,28.493328483932974,81.75330237916549,Recheck,High
142.0,390.0,17.102337990719317,1.1139808320354119,5,1.1280093963396156,13,6.504778880450965,13.902176626791631,cotton,,raw,handloom,732372,4343,38.652032572728814,WH-A,Suresh,Morning,26.914401396943884,36.921865807832894,OK,Low
309.0,391.0,69.53890014210984,5.230631545239057,1,0.18432910869980867,3,11.862331593101153,5.533418367451285,linen,,dyed,handloom,742415,3825,27.414030989290794,WH-A,Priya,Morning,43.91631572218694,87.70081100258145,Recheck,High
275.0,193.0,54.30084490254999,5.76345627147457,2,0.7192710002501161,4,27.413333887339974,5.252196914327088,polyester,plain,printed,handloom,721817,4018,49.96288841609676,WH-C,Suresh,Morning,42.559916502573294,35.92170614147466,OK,Medium
220.0,96.0,59.363043893714035,0.9432473058718109,4,1.3842082292816362,3,37.71871721512555,5.077598221780874,linen,satin,raw,handloom,693007,1986,38.33420863557743,WH-B,Suresh,Evening,34.29809641118051,89.35038407254902,OK,High
121.0,268.0,73.524437252016,8.795075701831767,5,0.8185493048293466,0,22.948647312038567,7.40422932766752,,plain,printed,handloom,492943,162,52.384511776668894,WH-C,Anita,Night,43.97761556549382,68.15020177357378,Looks fine,High
,210.0,65.24469953532177,3.6879144218913167,1,1.0243383814638116,12,34.78301162646204,5.768243242872081,silk,satin,dyed,handloom,554172,3899,43.95818555345624,WH-C,Suresh,Evening,42.320626189453236,88.91156880202956,Minor issue,Low
267.0,134.0,59.398935969081705,2.674808086686602,2,0.8373994353770279,11,35.785004626112155,14.551933930323365,linen,satin,dyed,powerloom,472122,414,55.79917278171289,WH-B,Priya,Night,36.767929156470814,51.3291398370801,Minor issue,Low
285.0,323.0,76.10223884685867,9.426462412463659,2,0.4205978410634119,13,6.2072146238558155,3.4666117086888217,polyester,satin,printed,handloom,869404,741,49.99250312671766,WH-A,Ramesh,Morning,25.087089332805874,43.77526546096036,Looks fine,Low
106.0,158.0,95.61274686060678,9.918944680641697,4,0.7450828922434898,12,37.546276290648535,13.399064467765745,silk,plain,dyed,handloom,610874,275,6.887983282814242,WH-B,Ramesh,Night,35.43189188555206,70.20704484560214,Recheck,Low
298.0,281.0,66.51696894545287,5.9480451714100555,3,1.0231151920478552,13,29.901046691258244,3.10555033250003,wool,twill,raw,handloom,924985,1085,19.67135181536216,WH-C,John,Night,32.148169810202134,72.8539521639305,Recheck,Low
111.0,232.0,,,2,1.459775200188385,6,30.396256344268913,7.275618185530902,cotton,twill,printed,handloom,343273,2145,50.95908392336431,WH-B,Ramesh,,24.34700614030348,75.29137267796636,OK,Low
257.0,253.0,117.92926760038988,1.9303256266630626,3,0.23491137955537184,3,14.686904397237146,11.334246566725698,polyester,satin,raw,powerloom,848143,1333,33.16864527129441,WH-A,Anita,Night,38.43890581386252,66.65791197860868,Looks fine,High
264.0,152.0,64.33348162308138,4.502394887996928,1,0.7809403000367217,8,27.226244281163805,8.17538039297352,linen,plain,raw,powerloom,149291,4632,53.071461014252755,WH-A,Suresh,Evening,43.43687687269211,48.9543362697949,Recheck,Medium
316.0,179.0,26.34498778232911,9.745008692427257,3,0.38591788575521524,11,6.477199989268357,6.36342724943601,wool,plain,dyed,handloom,864791,1314,54.513701211821086,WH-B,Priya,Evening,42.849227509506676,55.224123917557854,Approved,Low
130.0,299.0,85.28463383081798,,1,0.5009160141118325,0,19.277470673173394,7.521459239395146,polyester,satin,dyed,handloom,762037,2347,56.14543807147219,WH-B,Suresh,Evening,25.486910314664605,85.31511752187384,Approved,High
139.0,370.0,114.02170837758868,7.587404144395795,2,1.047944400520103,2,21.112744333148395,14.142912355552493,polyester,plain,dyed,powerloom,222367,65,14.623902997402647,WH-B,Anita,,27.98076262611319,59.39600414283105,Approved,High
253.0,348.0,26.27418751706702,9.640970722637984,1,1.3557661409454949,3,9.32960654877753,6.732009843136068,cotton,twill,dyed,powerloom,269847,2995,56.81811627829624,WH-B,John,Morning,23.751307702131495,48.45072382633592,Minor issue,Low
215.0,244.0,102.6680787999327,3.961004760180365,2,1.4060194884706507,9,9.54697203919099,11.928838328906744,linen,twill,printed,handloom,918379,106,14.767287315651927,WH-B,Priya,Evening,41.44312343881744,53.30844425491387,OK,Medium
143.0,135.0,25.103513428186602,2.232763901738789,5,0.36882630104595426,12,33.934679227131255,10.331762209257898,wool,plain,dyed,handloom,168629,1421,21.596012040660185,WH-C,Priya,Night,20.95448185328209,70.45660273531523,Approved,Low
280.0,272.0,21.439332964283366,9.665548670204322,3,0.8191918123155525,4,22.14752248710861,4.94207134977766,,,dyed,powerloom,183510,3860,55.04573391572347,WH-A,Anita,Evening,42.03421200062409,77.27920076548087,Recheck,Low
107.0,345.0,78.9779567620065,,2,0.24101108896306042,10,11.382844619816527,4.650362691219665,linen,plain,dyed,handloom,889075,311,41.250751017534384,WH-C,Anita,Evening,37.001377122101765,44.70720777865887,Approved,Low
112.0,190.0,78.21045499644505,7.008973771788716,4,0.25385463844105727,6,28.683466469321463,9.096128453091392,linen,satin,dyed,powerloom,706502,468,54.40029014388078,WH-C,Suresh,Night,37.18983078249812,36.10372920970664,Minor issue,Medium
166.0,367.0,84.51781407440366,4.7822948034602755,3,1.1013423535756737,8,23.91586983036458,6.9178815334094566,linen,twill,dyed,powerloom,996300,4514,7.557616581379769,WH-C,Suresh,Morning,41.62265864136487,83.09807267870966,Looks fine,Medium
155.0,316.0,36.3859396615065,9.773949442299788,3,1.1725232993864085,4,23.484212699407575,4.225044954798974,cotton,plain,raw,handloom,195854,600,12.426198769551657,WH-C,Anita,Morning,41.351694455937235,75.1209230756542,Looks fine,Medium
279.0,237.0,79.0854071536548,0.7700802481143386,3,0.22384294022725026,4,30.397404015300022,3.8369569649522917,cotton,twill,printed,handloom,759122,439,28.350868441259234,WH-C,John,Night,29.0613816434946,46.90318142452138,Looks fine,High
,213.0,112.42625673886552,1.3474149762428569,4,1.0284457137437775,12,27.83087795186894,10.081917818934084,wool,plain,raw,powerloom,396696,1233,22.67732495809067,WH-B,Ramesh,Morning,36.49473878981907,82.88162962436857,Recheck,Medium
186.0,363.0,66.73390181584318,8.870571092838574,5,0.19314476712665846,14,11.952355329143115,14.383154943282797,cotton,satin,printed,handloom,688540,653,21.742930711172892,WH-B,Anita,Evening,31.81867937527497,53.417647236855935,Looks fine,Low
217.0,195.0,18.997190277595156,9.64300283076494,2,1.164290558661969,10,31.718567758436475,8.445276020089931,cotton,plain,dyed,handloom,650552,4405,50.30808339043629,WH-C,Ramesh,Morning,24.7942904437367,54.03521756688306,Looks fine,Low
340.0,347.0,35.42211977582483,7.457841314059856,5,1.1460286749489081,12,14.02108698302579,12.33332627909721,wool,plain,printed,powerloom,337735,4609,51.957092118820135,WH-C,Suresh,Night,34.47744333598793,38.86566446652149,Minor issue,Low
182.0,199.0,32.45425762657957,5.8398417484664344,2,1.0085208842426552,8,7.116659216319839,14.19577429317793,silk,satin,printed,handloom,490060,152,12.568369341290477,WH-A,Anita,Night,21.923008946460175,58.94012315738478,Looks fine,Low
,239.0,117.92162379485191,7.538601446908995,2,0.305233122410695,9,10.491158175178802,9.12670144821772,cotton,twill,dyed,handloom,635361,3684,23.080353328479795,WH-C,Anita,Night,27.85776814819858,54.92980207204164,Approved,Medium
151.0,215.0,72.5458711966458,5.48553505987121,3,0.8659498301943144,8,37.70239318069857,11.856972837509817,polyester,satin,printed,powerloom,121045,179,55.9196121199644,WH-A,John,Morning,28.83521295140105,35.68441894813325,Looks fine,Medium
257.0,155.0,,1.6405071326879166,3,1.1004702783434777,6,37.783382101876526,13.97516083661059,silk,plain,raw,powerloom,973169,4550,26.666739676670034,WH-C,Priya,Morning,30.709245245867113,39.06549658399506,Minor issue,High
116.0,296.0,65.43711638748167,1.6735023023515174,1,1.2865914199967379,10,15.06693746821155,12.178214436830832,linen,satin,dyed,powerloom,667061,1777,49.69139357959766,WH-B,Ramesh,Morning,44.20366951890381,53.89691957216799,OK,Low
252.0,396.0,103.55655249520812,7.893927690546125,2,1.423526336206585,8,25.815767324825813,9.36889400718554,silk,satin,raw,powerloom,681897,1455,36.359505365643756,WH-C,Ramesh,Evening,31.959887522952503,37.90549336747283,OK,Medium
160.0,229.0,119.67511074084427,4.822074381651026,1,1.2300634838376179,6,15.231708371415065,4.857805179153376,silk,satin,dyed,handloom,530107,3465,9.08321849676149,WH-A,Suresh,Morning,24.14211655875008,60.583588416416035,OK,High
272.0,250.0,62.711083849775434,3.7179406349958795,5,0.5816285467423431,13,7.535323932001089,6.94460336231786,polyester,plain,raw,powerloom,666697,1018,59.436336721901164,WH-C,Priya,Night,25.46426611045037,60.9558553233025,Looks fine,Low
340.0,362.0,38.566325466121235,8.128515265852347,4,1.016694128339327,1,34.63726177392442,5.405679501177081,cotton,satin,dyed,handloom,110097,2517,24.22507200755652,WH-B,Ramesh,Morning,39.32892331917107,79.498227764468,Recheck,High
327.0,308.0,17.144052753181448,5.649432015112223,1,1.118723323634039,12,38.09676243046236,7.871179612198562,wool,satin,printed,handloom,774714,3312,45.133593234586506,WH-A,John,Morning,41.509120410852,45.32545339974241,Recheck,Low
129.0,351.0,62.59696664822808,3.0757607167428844,5,1.249720116407327,10,39.563838894194994,5.010044200082284,,twill,dyed,powerloom,776211,331,38.43633312986413,WH-A,John,Night,38.476813455323835,35.248920773941656,Approved,Medium
181.0,116.0,117.9009743611629,2.0107125904416985,2,0.33866003725194194,12,17.583255384566332,6.961703261043075,linen,twill,raw,powerloom,999559,4334,24.751523836776194,WH-A,Suresh,Morning,31.411823008206348,72.70067982222969,Approved,Medium
331.0,231.0,99.77347691945396,2.085962227441436,4,0.6295467987854424,2,17.89665370757635,8.405362913264542,cotton,satin,dyed,handloom,758118,525,31.480904484289255,WH-B,Priya,Morning,40.94127268483176,52.43924995099219,Approved,High
100.0,330.0,20.49395781630452,5.624845469471955,1,1.4599964991540846,0,38.04752409770969,7.844442127086548,silk,plain,printed,handloom,915837,948,20.222644148384013,WH-B,Suresh,Night,36.406708933650975,71.2864705468585,OK,Medium
109.0,365.0,79.21550987122706,1.8903932355874238,2,0.4180918071707517,0,19.559943291139575,7.4088682964141555,,plain,dyed,handloom,188616,1156,26.80885168242351,WH-B,John,Night,43.098045331550566,66.81833782928138,OK,Low
234.0,360.0,99.80741698931058,2.587996815651136,3,0.601365318322184,7,32.82357781746217,10.59171269107371,polyester,satin,printed,handloom,172445,177,13.920719696029508,WH-A,Ramesh,Evening,27.72821512106229,40.177584600440284,Minor issue,High
323.0,329.0,,8.028434924681354,4,0.3357838151819527,9,21.56582836199617,8.458266764483769,cotton,plain,dyed,powerloom,766643,1801,14.61335840272387,WH-A,Ramesh,Night,27.258339750713578,75.54863808879536,Minor issue,Medium
212.0,281.0,116.00495960385324,0.5621647350115142,5,0.6812312742335234,12,8.001864586321663,4.103659014555639,linen,plain,printed,handloom,461000,3046,24.99067919870064,WH-B,Suresh,Morning,39.661075214720185,78.00613661825425,Approved,High
281.0,178.0,102.58584935983671,1.5946467491670093,3,0.8233612028679097,5,35.71141558393525,12.85632884814401,linen,twill,raw,powerloom,680294,2364,59.85690076332454,WH-B,Suresh,Night,25.78809298013808,32.446684764009106,Looks fine,High
188.0,242.0,83.18421519486128,2.006202515132842,2,1.2551643168727378,10,20.67342484790648,4.750199054237118,silk,twill,printed,powerloom,489593,2752,39.79829899084053,WH-B,Anita,Evening,35.61545682544724,63.545085796248046,OK,Medium
175.0,118.0,19.88919878026486,2.9514565268726916,1,1.09663859404943,3,27.336515941306814,13.869088293654414,polyester,satin,raw,powerloom,954074,120,50.363958027944,WH-A,Suresh,Night,36.2992389602359,83.10250044824426,Looks fine,Medium
103.0,200.0,92.00779630037039,0.5300616999634589,1,0.9512850123151168,0,38.238263581060494,12.06427029904857,polyester,satin,raw,handloom,615332,1799,23.208041613664218,WH-A,Suresh,Evening,41.56165935040532,47.07264377354896,OK,High
169.0,342.0,81.36931701503572,8.906340907304159,4,0.4120909390439369,13,31.404266128339994,9.012482903806465,polyester,plain,dyed,powerloom,660134,2503,45.66893826955324,WH-A,Suresh,Evening,26.204277700507845,87.56581901790422,Recheck,Low
184.0,355.0,105.71466820356416,9.935648199216073,3,0.7183548008846448,10,32.69345582155346,4.730703496217947,silk,satin,dyed,handloom,589286,1002,49.59374320592559,WH-C,Ramesh,Night,22.614892542714585,54.70779118611141,Minor issue,Medium
158.0,239.0,27.32868468983084,5.262565913338212,3,1.1470094628949332,10,24.596532357321188,11.235653491577597,silk,twill,dyed,powerloom,638146,3968,46.521659038482646,WH-A,Ramesh,Night,25.765012787665615,39.49923403214704,Minor issue,Low
249.0,241.0,82.65192760411905,6.710149199780748,3,0.958828529315298,9,38.26442247306306,11.369062343698456,silk,twill,printed,handloom,462164,4660,37.472693751099335,WH-C,John,Night,22.620551114136056,58.20362022518745,Minor issue,Medium
322.0,382.0,34.286641526919105,8.79321003081299,2,0.8331224152842716,13,33.273925117329924,9.105866726838437,linen,satin,dyed,powerloom,648059,2365,15.138114598159381,WH-A,Anita,Morning,26.799508232970226,35.62877132628631,Recheck,Low
118.0,197.0,31.66412297280196,8.300131009776436,1,0.48149388761797185,7,18.271206418186605,14.970781214851938,polyester,satin,printed,powerloom,370422,1593,12.94016851372875,WH-B,John,Morning,34.87100992610268,50.66167187971682,Looks fine,Low
123.0,275.0,98.62569364413449,3.0308107113793277,1,1.196801025230439,9,20.043669558241803,8.981322576100517,linen,twill,printed,handloom,364086,471,33.246204519403044,WH-C,Ramesh,Morning,43.59164623093512,71.74543000752968,Minor issue,Medium
274.0,252.0,98.39741848217497,6.982138944314812,5,0.3597777563175971,4,11.607485388030636,11.348134906590555,polyester,plain,raw,handloom,243803,2928,17.297145551326945,WH-C,Anita,Evening,33.04348471138961,71.04099030518364,Approved,High
269.0,215.0,53.77493477558701,8.637557039754547,2,1.3473397997537935,14,18.64596871002037,12.556378467020679,,twill,raw,powerloom,954495,243,29.881544455567337,WH-B,Ramesh,Night,29.997600310242582,39.21337556422572,Minor issue,High
142.0,393.0,108.89633544708244,7.956758755684764,3,1.1475091168627638,12,16.292503055722797,12.19086503341577,polyester,plain,raw,powerloom,876835,305,36.38368227336998,WH-B,Anita,Morning,38.69158489049579,30.12066240370165,OK,Low
339.0,181.0,,7.966987112098286,5,0.24746241371252525,4,28.236628447984405,8.388522689496423,silk,plain,dyed,powerloom,879796,1938,45.8917644003902,WH-B,Anita,Morning,20.76863586608116,40.757321439774444,Approved,Medium
87.0,370.0,87.05928096356999,2.0728553711987585,2,0.5116209303629159,8,17.02552786776159,8.860157278506671,silk,satin,raw,handloom,253433,957,45.29282967913886,WH-A,Suresh,Evening,34.279000132417956,89.6840183833707,Recheck,Medium
308.0,214.0,33.54279171878717,7.124836890227023,2,0.6019769862318827,13,16.038760313241404,6.795455623489847,linen,plain,printed,handloom,220424,1899,37.382479599169585,WH-A,Priya,Morning,41.453823021452834,37.77507615384475,Recheck,Low
294.0,345.0,90.57424552654166,,1,0.7482136363481697,6,35.36307498121852,9.837754192033596,polyester,twill,raw,handloom,484837,4680,51.76048035719521,WH-C,Priya,Morning,37.61294692509391,50.942226090399146,OK,Medium
200.0,395.0,87.05029141247431,5.127827097852482,3,1.4342504075510767,1,30.801182081375355,12.68772186899425,polyester,twill,dyed,handloom,485354,2935,5.807494483433343,WH-A,John,Night,35.287675578495495,53.91833325557525,Recheck,High
219.0,275.0,92.8632963273475,1.216884503228391,2,0.9205946443228685,0,17.246806239352253,13.270712673865859,wool,twill,raw,powerloom,399075,2448,17.946598367411724,WH-C,Priya,Night,32.27491450118059,34.27617936984302,Looks fine,High
286.0,200.0,82.61225309901162,4.870360492867046,4,0.571229497842737,4,22.292171635016803,5.65573858424805,polyester,plain,raw,handloom,241766,2730,34.43320337027927,WH-C,Priya,Morning,32.580831066112445,32.09229326525923,Looks fine,High
104.0,188.0,22.062015916323936,3.967986412083162,2,0.19369775790298296,9,33.22601301816337,14.293214921530659,wool,satin,dyed,handloom,128071,4045,57.26757105384416,WH-C,John,Morning,28.92125632676794,65.29776183120467,OK,Low
186.0,113.0,93.28928166277795,0.5214194028290229,5,0.24943953133238037,4,29.13846248167461,14.684249100947557,wool,satin,raw,powerloom,939080,3751,21.178690741619985,WH-A,Suresh,Evening,41.92955082826978,63.64589434917813,Recheck,High
343.0,341.0,67.15703377838054,3.2498697282350966,5,0.9367150827174169,9,30.128921405165872,10.6573070969649,wool,satin,printed,powerloom,214910,2798,28.62255062383398,WH-A,John,Evening,29.420824374975556,74.03668235427469,Minor issue,High
200.0,129.0,16.010984502281865,,3,0.7265732135410693,12,14.735076262816493,7.912979795442773,cotton,twill,dyed,powerloom,848618,1398,11.632536308256546,WH-B,John,Morning,26.364803982834733,70.19958816428775,Minor issue,Low
164.0,237.0,30.264617056499585,6.560714210726444,2,0.7641065398773308,13,29.458398746142336,8.548950150883671,wool,plain,printed,powerloom,155106,1262,33.55050029314152,WH-C,Priya,Evening,41.06329997297006,54.38674859379747,Minor issue,Low
108.0,326.0,76.1281715910447,9.305999509263316,2,0.6622368572320354,9,8.628849722737225,6.1489250042257835,wool,plain,raw,handloom,129418,1530,12.328663382011303,WH-C,Ramesh,Night,21.470533880374653,83.01847576945659,OK,Low
206.0,310.0,84.82046039624012,0.6380382866142309,2,1.0081361381252276,9,9.29019627011315,14.430529011022863,cotton,,raw,handloom,950933,2543,18.842289553869396,WH-A,Ramesh,,33.838096586688536,48.187785804109105,OK,Medium
153.0,239.0,75.4491389731054,,3,0.9507137963393829,9,12.78381613848072,5.14160417792833,wool,satin,raw,handloom,413977,4851,31.51380750820325,WH-C,John,Morning,21.984664545918864,74.79652366840321,Minor issue,Low
204.0,137.0,110.06107543738669,9.705632616871094,5,1.4178570364613652,5,16.057751413159046,10.79636768333425,wool,plain,dyed,powerloom,422951,1946,11.051163439104185,WH-B,Priya,Morning,38.674368841730114,65.14378989458527,Minor issue,High
216.0,313.0,102.81940635632746,8.823297502141887,5,1.0763284548970318,10,9.353063069099404,8.743798531856434,wool,satin,printed,handloom,693546,517,26.567276514574928,WH-B,John,Evening,21.730504665578472,78.90496730777309,Looks fine,Medium
80.0,196.0,16.421631781567655,4.4498928180389115,1,1.0648329779152577,2,27.588849030880116,5.898449226605319,silk,plain,dyed,powerloom,388714,2521,40.64297910593415,WH-C,Suresh,Morning,39.502105271630484,72.29493472054989,Approved,Medium
90.0,214.0,66.80811119800424,4.260859386375239,1,1.2414440126988846,4,8.853750597817788,13.35212968183294,polyester,plain,raw,powerloom,747482,4487,13.047766250982246,WH-C,Priya,Morning,32.52337962666749,44.295875906116514,Recheck,Medium
