record_id,material_key,material,condition,contamination,damage_level,weight_kg,matched_rule_id,matched_rule_name,recommendation,recovery_category,sustainability_score,reuse_score,recovery_score,circularity_level,assessment_status,requires_manual_review,estimated_co2_saved_kg,estimated_water_saved_liters,estimated_energy_saved_kwh,estimated_landfill_diverted_kg,dataset_type,dataset_purpose
TXT-04331,rayon,Rayon,good,high,minor,1.54,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,5,65,50,Low,Manual Review Required,True,0.77,123.2,1.54,0.46,Synthetic,Educational sustainability analytics
TXT-04332,rayon,Rayon,fair,low,none,13.0,RULE-016,Rayon specialized recycling,Specialized Recycling,Recycling,50,65,75,Low,Manual Review Required,True,32.5,6500.0,78.0,9.1,Synthetic,Educational sustainability analytics
TXT-04333,wool,Wool,excellent,none,minor,13.96,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,91,90,95,High,Completed,False,111.68,30712.0,251.28,13.96,Synthetic,Educational sustainability analytics
TXT-04334,wool,Wool,poor,none,moderate,12.61,RULE-009,Wool fiber recovery,Fiber Recovery,Recycling,58,90,75,Medium,Completed,False,37.83,7566.0,88.27,10.09,Synthetic,Educational sustainability analytics
TXT-04335,polyester,Polyester,fair,medium,moderate,6.32,RULE-013,Polyester chemical recycling,Chemical Recycling,Recycling,34,65,75,Low,Completed,False,22.12,4424.0,47.4,5.06,Synthetic,Educational sustainability analytics
TXT-04336,rayon,Rayon,good,none,none,5.62,RULE-005,Good condition donation,Donation,Reuse,84,65,95,High,Completed,False,39.34,10678.0,89.92,5.62,Synthetic,Educational sustainability analytics
TXT-04337,acrylic,Acrylic,fair,none,minor,4.16,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,44,65,50,Low,Manual Review Required,True,7.49,1248.0,16.64,2.5,Synthetic,Educational sustainability analytics
TXT-04338,nylon,Nylon,fair,low,none,9.41,RULE-015,Nylon chemical recycling,Chemical Recycling,Recycling,60,65,75,Medium,Completed,False,32.94,6587.0,70.58,7.53,Synthetic,Educational sustainability analytics
TXT-04339,acrylic,Acrylic,fair,low,none,8.35,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,38,65,50,Low,Manual Review Required,True,15.03,2505.0,33.4,5.01,Synthetic,Educational sustainability analytics
TXT-04340,denim,Denim,good,low,moderate,7.93,RULE-006,Repairable textile,Repair and Reuse,Repair,66,90,85,Medium,Completed,False,51.55,13481.0,111.02,7.53,Synthetic,Educational sustainability analytics
TXT-04341,polyester,Polyester,poor,hazardous,moderate,5.54,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,65,20,Low,Manual Review Required,True,0.0,0.0,0.0,0.55,Synthetic,Educational sustainability analytics
TXT-04342,acrylic,Acrylic,poor,hazardous,none,11.42,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,65,20,Low,Manual Review Required,True,0.0,0.0,0.0,1.14,Synthetic,Educational sustainability analytics
TXT-04343,wool,Wool,good,none,severe,4.8,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,64,90,75,Medium,Completed,False,14.4,2880.0,33.6,3.84,Synthetic,Educational sustainability analytics
TXT-04344,mixed_fabric,Mixed Fabric,excellent,high,moderate,14.89,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,4,65,50,Low,Manual Review Required,True,7.45,1191.2,14.89,4.47,Synthetic,Educational sustainability analytics
TXT-04345,acrylic,Acrylic,excellent,none,minor,10.61,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,85,65,95,High,Completed,False,84.88,23342.0,190.98,10.61,Synthetic,Educational sustainability analytics
TXT-04346,wool,Wool,good,none,moderate,8.7,RULE-006,Repairable textile,Repair and Reuse,Repair,76,90,85,Medium,Completed,False,56.55,14790.0,121.8,8.26,Synthetic,Educational sustainability analytics
TXT-04347,silk,Silk,poor,medium,severe,1.7,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,25,90,75,Low,Completed,False,5.1,1020.0,11.9,1.36,Synthetic,Educational sustainability analytics
TXT-04348,polyester,Polyester,fair,none,severe,14.85,RULE-013,Polyester chemical recycling,Chemical Recycling,Recycling,52,65,75,Low,Completed,False,51.98,10395.0,111.38,11.88,Synthetic,Educational sustainability analytics
TXT-04349,linen,Linen,fair,none,minor,9.69,RULE-019,Low contamination general upcycling,Upcycling,Upcycling,74,90,80,Medium,Completed,False,53.29,12597.0,116.28,8.72,Synthetic,Educational sustainability analytics
TXT-04350,denim,Denim,good,none,none,3.01,RULE-005,Good condition donation,Donation,Reuse,91,90,95,High,Completed,False,21.07,5719.0,48.16,3.01,Synthetic,Educational sustainability analytics
TXT-04351,linen,Linen,good,low,moderate,1.68,RULE-006,Repairable textile,Repair and Reuse,Repair,66,90,85,Medium,Completed,False,10.92,2856.0,23.52,1.6,Synthetic,Educational sustainability analytics
TXT-04352,cotton,Cotton,fair,high,minor,4.69,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,6,90,50,Low,Manual Review Required,True,2.35,375.2,4.69,1.41,Synthetic,Educational sustainability analytics
TXT-04353,denim,Denim,good,low,severe,11.29,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,54,90,75,Low,Completed,False,33.87,6774.0,79.03,9.03,Synthetic,Educational sustainability analytics
TXT-04354,linen,Linen,good,high,none,14.61,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,16,90,50,Low,Manual Review Required,True,7.3,1168.8,14.61,4.38,Synthetic,Educational sustainability analytics
TXT-04355,mixed_fabric,Mixed Fabric,fair,none,severe,9.05,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,37,65,65,Low,Manual Review Required,True,18.1,3620.0,45.25,5.88,Synthetic,Educational sustainability analytics
TXT-04356,denim,Denim,good,low,moderate,47.11,RULE-006,Repairable textile,Repair and Reuse,Repair,66,90,85,Medium,Completed,False,306.21,80087.0,659.54,44.75,Synthetic,Educational sustainability analytics
TXT-04357,polyester,Polyester,excellent,hazardous,severe,14.74,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,65,20,Low,Manual Review Required,True,0.0,0.0,0.0,1.47,Synthetic,Educational sustainability analytics
TXT-04358,nylon,Nylon,fair,none,none,12.63,RULE-015,Nylon chemical recycling,Chemical Recycling,Recycling,70,65,75,Medium,Completed,False,44.21,8841.0,94.73,10.1,Synthetic,Educational sustainability analytics
TXT-04359,acrylic,Acrylic,fair,none,minor,2.03,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,44,65,50,Low,Manual Review Required,True,3.65,609.0,8.12,1.22,Synthetic,Educational sustainability analytics
TXT-04360,acrylic,Acrylic,excellent,medium,severe,1.44,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,37,65,75,Low,Completed,False,4.32,864.0,10.08,1.15,Synthetic,Educational sustainability analytics
TXT-04361,rayon,Rayon,good,low,none,12.57,RULE-005,Good condition donation,Donation,Reuse,74,65,95,Medium,Completed,False,87.99,23883.0,201.12,12.57,Synthetic,Educational sustainability analytics
TXT-04362,mixed_fabric,Mixed Fabric,fair,hazardous,none,4.21,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,65,20,Low,Manual Review Required,True,0.0,0.0,0.0,0.42,Synthetic,Educational sustainability analytics
TXT-04363,mixed_fabric,Mixed Fabric,fair,medium,moderate,8.62,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,20,65,65,Low,Manual Review Required,True,17.24,3448.0,43.1,5.6,Synthetic,Educational sustainability analytics
TXT-04364,wool,Wool,fair,low,severe,27.31,RULE-009,Wool fiber recovery,Fiber Recovery,Recycling,48,90,75,Low,Completed,False,81.93,16386.0,191.17,21.85,Synthetic,Educational sustainability analytics
TXT-04365,wool,Wool,fair,low,minor,2.54,RULE-009,Wool fiber recovery,Fiber Recovery,Recycling,62,90,75,Medium,Completed,False,7.62,1524.0,17.78,2.03,Synthetic,Educational sustainability analytics
TXT-04366,cotton,Cotton,excellent,low,minor,8.47,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,81,90,95,High,Completed,False,67.76,18634.0,152.46,8.47,Synthetic,Educational sustainability analytics
TXT-04367,mixed_fabric,Mixed Fabric,good,none,severe,14.1,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,43,65,65,Low,Manual Review Required,True,28.2,5640.0,70.5,9.17,Synthetic,Educational sustainability analytics
TXT-04368,wool,Wool,fair,none,minor,43.4,RULE-009,Wool fiber recovery,Fiber Recovery,Recycling,72,90,75,Medium,Completed,False,130.2,26040.0,303.8,34.72,Synthetic,Educational sustainability analytics
TXT-04369,denim,Denim,fair,low,severe,10.66,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,48,90,75,Low,Completed,False,31.98,6396.0,74.62,8.53,Synthetic,Educational sustainability analytics
TXT-04370,wool,Wool,poor,high,minor,0.85,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,0,90,50,Low,Manual Review Required,True,0.42,68.0,0.85,0.26,Synthetic,Educational sustainability analytics
TXT-04371,acrylic,Acrylic,excellent,medium,severe,6.39,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,37,65,75,Low,Completed,False,19.17,3834.0,44.73,5.11,Synthetic,Educational sustainability analytics
TXT-04372,denim,Denim,poor,high,minor,28.97,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,0,90,50,Low,Manual Review Required,True,14.48,2317.6,28.97,8.69,Synthetic,Educational sustainability analytics
TXT-04373,mixed_fabric,Mixed Fabric,poor,none,moderate,1.43,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,38,65,65,Low,Manual Review Required,True,2.86,572.0,7.15,0.93,Synthetic,Educational sustainability analytics
TXT-04374,acrylic,Acrylic,poor,low,minor,10.38,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,27,65,50,Low,Manual Review Required,True,18.68,3114.0,41.52,6.23,Synthetic,Educational sustainability analytics
TXT-04375,silk,Silk,excellent,high,minor,6.58,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,16,90,50,Low,Manual Review Required,True,3.29,526.4,6.58,1.97,Synthetic,Educational sustainability analytics
TXT-04376,wool,Wool,good,low,moderate,30.5,RULE-006,Repairable textile,Repair and Reuse,Repair,66,90,85,Medium,Completed,False,198.25,51850.0,427.0,28.97,Synthetic,Educational sustainability analytics
TXT-04377,nylon,Nylon,good,medium,severe,12.48,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,32,65,75,Low,Completed,False,37.44,7488.0,87.36,9.98,Synthetic,Educational sustainability analytics
TXT-04378,polyester,Polyester,good,medium,none,13.3,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,29,65,50,Low,Manual Review Required,True,13.3,1995.0,26.6,5.32,Synthetic,Educational sustainability analytics
TXT-04379,wool,Wool,poor,none,none,10.96,RULE-009,Wool fiber recovery,Fiber Recovery,Recycling,68,90,75,Medium,Completed,False,32.88,6576.0,76.72,8.77,Synthetic,Educational sustainability analytics
TXT-04380,silk,Silk,fair,none,minor,4.3,RULE-010,Silk reuse and upcycling,Upcycling,Upcycling,74,90,80,Medium,Completed,False,23.65,5590.0,51.6,3.87,Synthetic,Educational sustainability analytics
TXT-04381,rayon,Rayon,poor,none,moderate,7.73,RULE-016,Rayon specialized recycling,Specialized Recycling,Recycling,42,65,75,Low,Manual Review Required,True,19.33,3865.0,46.38,5.41,Synthetic,Educational sustainability analytics
TXT-04382,silk,Silk,good,medium,moderate,7.91,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,26,90,50,Low,Manual Review Required,True,7.91,1186.5,15.82,3.16,Synthetic,Educational sustainability analytics
TXT-04383,denim,Denim,fair,low,severe,4.76,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,48,90,75,Low,Completed,False,14.28,2856.0,33.32,3.81,Synthetic,Educational sustainability analytics
TXT-04384,mixed_fabric,Mixed Fabric,fair,none,minor,0.91,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,51,65,65,Low,Manual Review Required,True,1.82,364.0,4.55,0.59,Synthetic,Educational sustainability analytics
TXT-04385,denim,Denim,good,low,moderate,13.26,RULE-006,Repairable textile,Repair and Reuse,Repair,66,90,85,Medium,Completed,False,86.19,22542.0,185.64,12.6,Synthetic,Educational sustainability analytics
TXT-04386,nylon,Nylon,good,low,severe,3.47,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,48,65,75,Low,Completed,False,10.41,2082.0,24.29,2.78,Synthetic,Educational sustainability analytics
TXT-04387,nylon,Nylon,good,medium,minor,7.85,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,25,65,50,Low,Manual Review Required,True,7.85,1177.5,15.7,3.14,Synthetic,Educational sustainability analytics
TXT-04388,acrylic,Acrylic,fair,low,moderate,9.98,RULE-006,Repairable textile,Repair and Reuse,Repair,54,65,85,Low,Completed,False,64.87,16966.0,139.72,9.48,Synthetic,Educational sustainability analytics
TXT-04389,mixed_fabric,Mixed Fabric,poor,low,moderate,10.02,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,28,65,65,Low,Manual Review Required,True,20.04,4008.0,50.1,6.51,Synthetic,Educational sustainability analytics
TXT-04390,wool,Wool,fair,none,moderate,11.51,RULE-006,Repairable textile,Repair and Reuse,Repair,70,90,85,Medium,Completed,False,74.81,19567.0,161.14,10.93,Synthetic,Educational sustainability analytics
TXT-04391,acrylic,Acrylic,good,none,minor,7.75,RULE-005,Good condition donation,Donation,Reuse,80,65,95,High,Completed,False,54.25,14725.0,124.0,7.75,Synthetic,Educational sustainability analytics
TXT-04392,denim,Denim,good,medium,moderate,7.38,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,26,90,50,Low,Manual Review Required,True,7.38,1107.0,14.76,2.95,Synthetic,Educational sustainability analytics
TXT-04393,nylon,Nylon,fair,low,moderate,4.99,RULE-006,Repairable textile,Repair and Reuse,Repair,54,65,85,Low,Completed,False,32.44,8483.0,69.86,4.74,Synthetic,Educational sustainability analytics
TXT-04394,acrylic,Acrylic,good,hazardous,moderate,12.5,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,65,20,Low,Manual Review Required,True,0.0,0.0,0.0,1.25,Synthetic,Educational sustainability analytics
TXT-04395,rayon,Rayon,good,none,minor,14.08,RULE-005,Good condition donation,Donation,Reuse,80,65,95,High,Completed,False,98.56,26752.0,225.28,14.08,Synthetic,Educational sustainability analytics
TXT-04396,denim,Denim,poor,medium,moderate,2.55,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,23,90,75,Low,Manual Review Required,True,7.65,1530.0,17.85,2.04,Synthetic,Educational sustainability analytics
TXT-04397,acrylic,Acrylic,fair,low,moderate,4.29,RULE-006,Repairable textile,Repair and Reuse,Repair,54,65,85,Low,Completed,False,27.89,7293.0,60.06,4.08,Synthetic,Educational sustainability analytics
TXT-04398,polyester,Polyester,fair,none,moderate,14.74,RULE-006,Repairable textile,Repair and Reuse,Repair,64,65,85,Medium,Completed,False,95.81,25058.0,206.36,14.0,Synthetic,Educational sustainability analytics
TXT-04399,wool,Wool,good,none,none,1.94,RULE-005,Good condition donation,Donation,Reuse,91,90,95,High,Completed,False,13.58,3686.0,31.04,1.94,Synthetic,Educational sustainability analytics
TXT-04400,mixed_fabric,Mixed Fabric,fair,low,minor,6.21,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,41,65,65,Low,Manual Review Required,True,12.42,2484.0,31.05,4.04,Synthetic,Educational sustainability analytics
TXT-04401,denim,Denim,excellent,low,moderate,1.85,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,56,90,75,Medium,Manual Review Required,True,5.55,1110.0,12.95,1.48,Synthetic,Educational sustainability analytics
TXT-04402,nylon,Nylon,good,low,minor,13.72,RULE-005,Good condition donation,Donation,Reuse,70,65,95,Medium,Completed,False,96.04,26068.0,219.52,13.72,Synthetic,Educational sustainability analytics
TXT-04403,cotton,Cotton,fair,none,moderate,1.1,RULE-006,Repairable textile,Repair and Reuse,Repair,70,90,85,Medium,Completed,False,7.15,1870.0,15.4,1.04,Synthetic,Educational sustainability analytics
TXT-04404,polyester,Polyester,good,none,none,5.04,RULE-005,Good condition donation,Donation,Reuse,84,65,95,High,Completed,False,35.28,9576.0,80.64,5.04,Synthetic,Educational sustainability analytics
TXT-04405,rayon,Rayon,fair,none,severe,7.96,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,52,65,75,Low,Completed,False,23.88,4776.0,55.72,6.37,Synthetic,Educational sustainability analytics
TXT-04406,acrylic,Acrylic,fair,none,moderate,7.3,RULE-006,Repairable textile,Repair and Reuse,Repair,64,65,85,Medium,Completed,False,47.45,12410.0,102.2,6.93,Synthetic,Educational sustainability analytics
TXT-04407,nylon,Nylon,fair,low,moderate,9.89,RULE-006,Repairable textile,Repair and Reuse,Repair,54,65,85,Low,Completed,False,64.28,16813.0,138.46,9.4,Synthetic,Educational sustainability analytics
TXT-04408,cotton,Cotton,poor,medium,severe,24.61,RULE-007,Cotton mechanical recycling,Mechanical Recycling,Recycling,25,90,75,Low,Completed,False,98.44,20918.5,221.49,20.92,Synthetic,Educational sustainability analytics
TXT-04409,silk,Silk,good,none,none,5.14,RULE-005,Good condition donation,Donation,Reuse,91,90,95,High,Completed,False,35.98,9766.0,82.24,5.14,Synthetic,Educational sustainability analytics
TXT-04410,silk,Silk,good,none,moderate,6.12,RULE-006,Repairable textile,Repair and Reuse,Repair,76,90,85,Medium,Completed,False,39.78,10404.0,85.68,5.81,Synthetic,Educational sustainability analytics
TXT-04411,rayon,Rayon,excellent,none,minor,0.43,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,85,65,95,High,Completed,False,3.44,946.0,7.74,0.43,Synthetic,Educational sustainability analytics
TXT-04412,silk,Silk,fair,high,none,7.37,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,10,90,50,Low,Manual Review Required,True,3.69,589.6,7.37,2.21,Synthetic,Educational sustainability analytics
TXT-04413,linen,Linen,poor,medium,minor,7.54,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,29,90,75,Low,Manual Review Required,True,22.62,4524.0,52.78,6.03,Synthetic,Educational sustainability analytics
TXT-04414,cotton,Cotton,fair,medium,minor,11.94,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,26,90,50,Low,Manual Review Required,True,11.94,1791.0,23.88,4.78,Synthetic,Educational sustainability analytics
TXT-04415,mixed_fabric,Mixed Fabric,fair,none,moderate,12.35,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,45,65,65,Low,Manual Review Required,True,24.7,4940.0,61.75,8.03,Synthetic,Educational sustainability analytics
TXT-04416,denim,Denim,good,medium,severe,7.62,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,39,90,75,Low,Completed,False,22.86,4572.0,53.34,6.1,Synthetic,Educational sustainability analytics
TXT-04417,cotton,Cotton,good,none,severe,4.95,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,64,90,75,Medium,Completed,False,14.85,2970.0,34.65,3.96,Synthetic,Educational sustainability analytics
TXT-04418,silk,Silk,fair,high,moderate,13.15,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,0,90,50,Low,Manual Review Required,True,6.58,1052.0,13.15,3.94,Synthetic,Educational sustainability analytics
TXT-04419,acrylic,Acrylic,excellent,high,minor,3.42,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,10,65,50,Low,Manual Review Required,True,1.71,273.6,3.42,1.03,Synthetic,Educational sustainability analytics
TXT-04420,mixed_fabric,Mixed Fabric,good,low,moderate,6.05,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,41,65,65,Low,Manual Review Required,True,12.1,2420.0,30.25,3.93,Synthetic,Educational sustainability analytics
TXT-04421,rayon,Rayon,fair,medium,none,5.28,RULE-016,Rayon specialized recycling,Specialized Recycling,Recycling,34,65,75,Low,Manual Review Required,True,13.2,2640.0,31.68,3.7,Synthetic,Educational sustainability analytics
TXT-04422,mixed_fabric,Mixed Fabric,fair,high,moderate,7.35,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,0,65,50,Low,Manual Review Required,True,3.67,588.0,7.35,2.2,Synthetic,Educational sustainability analytics
TXT-04423,denim,Denim,excellent,low,moderate,11.94,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,56,90,75,Medium,Manual Review Required,True,35.82,7164.0,83.58,9.55,Synthetic,Educational sustainability analytics
TXT-04424,mixed_fabric,Mixed Fabric,fair,none,moderate,4.28,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,45,65,65,Low,Manual Review Required,True,8.56,1712.0,21.4,2.78,Synthetic,Educational sustainability analytics
TXT-04425,acrylic,Acrylic,good,medium,moderate,9.73,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,19,65,50,Low,Manual Review Required,True,9.73,1459.5,19.46,3.89,Synthetic,Educational sustainability analytics
TXT-04426,mixed_fabric,Mixed Fabric,good,low,minor,4.92,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,47,65,65,Low,Manual Review Required,True,9.84,1968.0,24.6,3.2,Synthetic,Educational sustainability analytics
TXT-04427,cotton,Cotton,good,low,minor,9.8,RULE-005,Good condition donation,Donation,Reuse,77,90,95,Medium,Completed,False,68.6,18620.0,156.8,9.8,Synthetic,Educational sustainability analytics
TXT-04428,silk,Silk,fair,none,severe,7.17,RULE-010,Silk reuse and upcycling,Upcycling,Upcycling,60,90,80,Medium,Completed,False,39.44,9321.0,86.04,6.45,Synthetic,Educational sustainability analytics
TXT-04429,rayon,Rayon,excellent,high,severe,2.28,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,0,65,50,Low,Manual Review Required,True,1.14,182.4,2.28,0.68,Synthetic,Educational sustainability analytics
TXT-04430,cotton,Cotton,poor,none,moderate,7.41,RULE-007,Cotton mechanical recycling,Mechanical Recycling,Recycling,58,90,75,Medium,Completed,False,29.64,6298.5,66.69,6.3,Synthetic,Educational sustainability analytics
TXT-04431,silk,Silk,good,none,minor,7.11,RULE-005,Good condition donation,Donation,Reuse,87,90,95,High,Completed,False,49.77,13509.0,113.76,7.11,Synthetic,Educational sustainability analytics
TXT-04432,cotton,Cotton,fair,none,severe,7.04,RULE-007,Cotton mechanical recycling,Mechanical Recycling,Recycling,58,90,75,Medium,Completed,False,28.16,5984.0,63.36,5.98,Synthetic,Educational sustainability analytics
TXT-04433,silk,Silk,fair,low,minor,12.32,RULE-010,Silk reuse and upcycling,Upcycling,Upcycling,64,90,80,Medium,Completed,False,67.76,16016.0,147.84,11.09,Synthetic,Educational sustainability analytics
TXT-04434,linen,Linen,fair,low,none,31.39,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,56,90,75,Medium,Manual Review Required,True,94.17,18834.0,219.73,25.11,Synthetic,Educational sustainability analytics
TXT-04435,acrylic,Acrylic,good,none,minor,14.5,RULE-005,Good condition donation,Donation,Reuse,80,65,95,High,Completed,False,101.5,27550.0,232.0,14.5,Synthetic,Educational sustainability analytics
TXT-04436,rayon,Rayon,good,low,minor,7.12,RULE-005,Good condition donation,Donation,Reuse,70,65,95,Medium,Completed,False,49.84,13528.0,113.92,7.12,Synthetic,Educational sustainability analytics
TXT-04437,mixed_fabric,Mixed Fabric,fair,none,severe,14.51,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,37,65,65,Low,Manual Review Required,True,29.02,5804.0,72.55,9.43,Synthetic,Educational sustainability analytics
TXT-04438,denim,Denim,fair,medium,moderate,14.53,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,20,90,50,Low,Manual Review Required,True,14.53,2179.5,29.06,5.81,Synthetic,Educational sustainability analytics
TXT-04439,denim,Denim,good,low,severe,7.62,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,54,90,75,Low,Completed,False,22.86,4572.0,53.34,6.1,Synthetic,Educational sustainability analytics
TXT-04440,nylon,Nylon,good,none,severe,13.65,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,58,65,75,Medium,Completed,False,40.95,8190.0,95.55,10.92,Synthetic,Educational sustainability analytics
TXT-04441,polyester,Polyester,fair,low,minor,9.9,RULE-014,Polyester mechanical recycling,Mechanical Recycling,Recycling,56,65,75,Medium,Completed,False,39.6,8415.0,89.1,8.42,Synthetic,Educational sustainability analytics
TXT-04442,linen,Linen,good,none,minor,12.14,RULE-005,Good condition donation,Donation,Reuse,87,90,95,High,Completed,False,84.98,23066.0,194.24,12.14,Synthetic,Educational sustainability analytics
TXT-04443,rayon,Rayon,fair,none,moderate,8.93,RULE-006,Repairable textile,Repair and Reuse,Repair,64,65,85,Medium,Completed,False,58.05,15181.0,125.02,8.48,Synthetic,Educational sustainability analytics
TXT-04444,silk,Silk,poor,none,minor,5.23,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,54,90,75,Low,Manual Review Required,True,15.69,3138.0,36.61,4.18,Synthetic,Educational sustainability analytics
TXT-04445,cotton,Cotton,fair,none,severe,11.55,RULE-007,Cotton mechanical recycling,Mechanical Recycling,Recycling,58,90,75,Medium,Completed,False,46.2,9817.5,103.95,9.82,Synthetic,Educational sustainability analytics
TXT-04446,cotton,Cotton,excellent,none,moderate,0.49,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,66,90,75,Medium,Manual Review Required,True,1.47,294.0,3.43,0.39,Synthetic,Educational sustainability analytics
TXT-04447,rayon,Rayon,good,medium,moderate,1.75,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,19,65,50,Low,Manual Review Required,True,1.75,262.5,3.5,0.7,Synthetic,Educational sustainability analytics
TXT-04448,cotton,Cotton,poor,low,moderate,0.69,RULE-007,Cotton mechanical recycling,Mechanical Recycling,Recycling,48,90,75,Low,Completed,False,2.76,586.5,6.21,0.59,Synthetic,Educational sustainability analytics
TXT-04449,acrylic,Acrylic,good,low,severe,10.26,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,48,65,75,Low,Completed,False,30.78,6156.0,71.82,8.21,Synthetic,Educational sustainability analytics
TXT-04450,nylon,Nylon,poor,none,moderate,12.19,RULE-015,Nylon chemical recycling,Chemical Recycling,Recycling,52,65,75,Low,Completed,False,42.66,8533.0,91.42,9.75,Synthetic,Educational sustainability analytics
TXT-04451,silk,Silk,fair,medium,severe,6.15,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,33,90,75,Low,Completed,False,18.45,3690.0,43.05,4.92,Synthetic,Educational sustainability analytics
TXT-04452,silk,Silk,good,none,minor,27.88,RULE-005,Good condition donation,Donation,Reuse,87,90,95,High,Completed,False,195.16,52972.0,446.08,27.88,Synthetic,Educational sustainability analytics
TXT-04453,denim,Denim,fair,low,none,2.1,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,56,90,75,Medium,Manual Review Required,True,6.3,1260.0,14.7,1.68,Synthetic,Educational sustainability analytics
TXT-04454,acrylic,Acrylic,fair,none,none,12.05,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,48,65,50,Low,Manual Review Required,True,21.69,3615.0,48.2,7.23,Synthetic,Educational sustainability analytics
TXT-04455,polyester,Polyester,fair,low,none,9.13,RULE-014,Polyester mechanical recycling,Mechanical Recycling,Recycling,60,65,75,Medium,Completed,False,36.52,7760.5,82.17,7.76,Synthetic,Educational sustainability analytics
TXT-04456,linen,Linen,good,low,severe,6.2,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,54,90,75,Low,Completed,False,18.6,3720.0,43.4,4.96,Synthetic,Educational sustainability analytics
